sku,mean_qty,std_qty,n_weeks,min_qty,max_qty,cv,range_ratio,pattern
11502,302.0,121.19612205017123,5,150.0,434.0,0.40131166241778554,2.8933333333333335,insufficient_data
11503,214.25,142.85132130995498,8,35.0,512.0,0.6667506245505483,14.628571428571428,insufficient_data
11504,11513.222222222223,15599.295967909718,9,432.0,48309.0,1.3549027081055354,111.82638888888889,insufficient_data
11505,7470.0,10215.501050574354,8,1050.0,30261.0,1.3675369545614933,28.82,insufficient_data
11506,3133.5833333333335,3628.6355677214724,12,86.0,12737.0,1.1579827889439052,148.1046511627907,bulk_oneoff
11507,423.6875,626.3029851171609,16,3.0,2470.0,1.4782191712456962,823.3333333333334,bulk_oneoff
11508,743.3684210526316,1040.0479802247542,19,11.0,3508.0,1.399101644312541,318.90909090909093,bulk_oneoff
11509,305.77777777777777,521.7848641388944,9,9.0,1627.0,1.706418523710047,180.77777777777777,insufficient_data
11510,373.8,429.83919473837346,10,36.0,1448.0,1.1499175889202071,40.22222222222222,bulk_oneoff
11511,38.2,18.793615937333612,5,12.0,57.0,0.4919794747993092,4.75,insufficient_data
11512,215.11111111111111,378.1195063880084,9,12.0,1209.0,1.7577869615145019,100.75,insufficient_data
11513,3482.625,6704.429021582283,24,6.0,32166.0,1.925107934842908,5361.0,bulk_oneoff
11514,14203.421052631578,31631.847826580994,19,144.0,138151.0,2.2270583762438214,959.3819444444445,bulk_oneoff
11515,6288.176470588235,12174.56548113368,17,290.0,48686.0,1.9361042963851165,167.88275862068966,bulk_oneoff
11516,3082.5,3925.6166461629414,20,166.0,12568.0,1.2735171601501838,75.71084337349397,bulk_oneoff
11517,4883.65,6777.625762486137,20,77.0,28131.0,1.3878197173192464,365.3376623376623,bulk_oneoff
11518,7376.476190476191,10631.543000049653,21,125.0,45634.0,1.441276664564592,365.072,bulk_oneoff
11519,2506.95,4186.0525366356405,20,11.0,17836.0,1.6697790289537648,1621.4545454545455,bulk_oneoff
11520,3762.6666666666665,4063.922493519449,21,150.0,17972.0,1.0800644472500307,119.81333333333333,bulk_oneoff
11521,831.4,1072.5757782087007,5,95.0,2730.0,1.290083928564711,28.736842105263158,insufficient_data
11522,109.33333333333333,177.32808576195706,9,20.0,576.0,1.6219032234325341,28.8,insufficient_data
11523,185.3,309.16915542574213,10,2.0,761.0,1.6684789823299628,380.5,bulk_oneoff
11524,202.1904761904762,488.57656708520307,21,1.0,1628.0,2.416417312479808,1628.0,bulk_oneoff
11525,113.93333333333334,230.8501266024798,15,1.0,672.0,2.026186014650203,672.0,bulk_oneoff
11526,246.61904761904762,610.4958211315189,21,2.0,2224.0,2.4754609468549718,1112.0,bulk_oneoff
11527,66.9047619047619,126.76628288385866,21,2.0,462.0,1.8947273598299161,231.0,bulk_oneoff
11528,232.0,144.2601816164114,3,93.0,381.0,0.6218111276569457,4.096774193548387,insufficient_data
