sku,year_week,weekly_quantity,category,description
10541,2025-W05,19307.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W06,3427.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W07,7543.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W08,8132.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W09,3953.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W10,6223.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W11,9249.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W12,5326.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W13,10645.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W14,19282.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W15,19825.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W16,10786.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W17,13809.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W18,15818.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W19,16818.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W20,14477.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W21,5547.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W22,13076.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W23,13197.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W24,30345.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W25,21711.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10541,2025-W26,25450.0,Baby and Toddler,KISS KIDS BABY DIAPERS LARGE 100PCS
10543,2025-W02,50.0,Home & Garden,DREAM GIRL PERFUME-SECRET 3x100ML
10543,2025-W04,48.0,Home & Garden,DREAM GIRL PERFUME-SECRET 3x100ML
10543,2025-W09,25.0,Home & Garden,DREAM GIRL PERFUME-SECRET 3x100ML
10543,2025-W13,25.0,Home & Garden,DREAM GIRL PERFUME-SECRET 3x100ML
10545,2025-W03,22.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W04,8.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W05,28.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W07,3.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W08,1.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W18,2.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W19,3.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W20,11.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W21,12.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W22,2.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W23,8.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W24,16.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W25,16.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10545,2025-W26,32.0,Home & Garden,MOUSSON FOAM BATH SUMMER BERRIES 6X2L
10546,2025-W02,40.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W03,46.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W04,8.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W05,298.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W07,23.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W08,13.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W09,90.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W10,250.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W11,726.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W12,133.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W13,35.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W15,37.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W17,241.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W18,18.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W19,3.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W20,14.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W21,261.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W22,21.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W23,7.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W24,222.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W25,13.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10546,2025-W26,960.0,Home & Garden,MOUSSON FOAM BATH MIDNIGHT MAGIC 6X2L
10547,2025-W03,22.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10547,2025-W04,8.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10547,2025-W05,28.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10547,2025-W06,1.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10547,2025-W07,5.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10547,2025-W08,6.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10547,2025-W09,2.0,Home & Garden,MOUSSON FOAM BATH ROMANTIC ROSE 6X2L
10548,2025-W03,22.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W04,8.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W05,28.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W07,3.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W08,1.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W18,2.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W19,1.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W20,5.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W21,15.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W22,2.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W24,32.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W25,32.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10548,2025-W26,64.0,Home & Garden,MOUSSON FOAM BATH PINE ESSENCE 6X2L
10549,2025-W02,40.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W03,22.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W04,8.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W05,28.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W06,1.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W07,25.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W08,6.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W09,2.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W18,1.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W19,4.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W20,7.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W21,13.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W22,3.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W23,66.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W24,6.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W25,12.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10549,2025-W26,18.0,Home & Garden,MOUSSON FOAM BATH PEACH BLOSSOM 6X2L
10550,2025-W02,440.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W03,46.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W04,428.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W05,298.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W06,1.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W07,225.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W08,228.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W09,92.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W10,168.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W11,90.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W12,97.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W13,53.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W15,83.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W16,99.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W17,237.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W18,1.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W19,39.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W20,69.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W21,262.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W22,4.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W23,77.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W24,137.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W25,22.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10550,2025-W26,963.0,Home & Garden,MOUSSON FOAM BATH ISLAND DREAMS 6X2L
10552,2025-W20,9.0,Food,BABY SOFT TISSUE 4x18's MINI's
10552,2025-W21,9.0,Food,BABY SOFT TISSUE 4x18's MINI's
10552,2025-W22,1.0,Food,BABY SOFT TISSUE 4x18's MINI's
10553,2024-W03,50.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W01,65.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W02,370.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W03,1496.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W04,1534.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W05,2110.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W07,92.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W08,224.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W09,115.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W10,42.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W11,62.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W12,41.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W13,92.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W14,285.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W15,81.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W16,193.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W17,420.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W18,665.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W19,92.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W20,177.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W21,194.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W22,68.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W23,507.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W24,242.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W25,102.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10553,2025-W26,272.0,Food,AMAZON MONSTA GRAPE SENSATION POP 14X48's
10554,2024-W03,50.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W01,65.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W02,480.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W03,1292.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W04,1544.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W05,2110.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W07,50.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W08,76.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W09,56.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W10,41.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W11,62.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W12,76.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W13,42.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W14,114.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W15,32.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W16,173.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W17,32.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W18,315.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W19,81.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W20,141.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W21,365.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W22,200.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W23,441.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W24,486.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W25,102.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10554,2025-W26,703.0,Food,AMAZON MONSTA STRAWBERRY POP 14X48's
10555,2024-W03,50.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W01,65.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W02,120.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W03,1068.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W04,1542.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W05,1270.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W07,115.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W08,257.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W09,138.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W10,18.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W11,62.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W12,36.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W13,40.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W14,110.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W15,17.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W16,160.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W17,28.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W18,507.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W19,81.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W20,105.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W21,110.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W22,436.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W23,577.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W24,305.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W25,95.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10555,2025-W26,492.0,Food,AMAZON MONSTA TAMARIND POP 14X48's
10556,2024-W03,50.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W01,65.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W02,410.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W03,1496.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W04,1614.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W05,1278.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W07,33.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W08,61.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W09,43.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W10,65.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W11,62.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W12,49.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W13,43.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W14,120.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W15,52.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W16,168.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W17,55.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W18,177.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W19,82.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W20,110.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W21,159.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W22,25.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W23,462.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W24,377.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W25,214.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10556,2025-W26,619.0,Food,AMAZON MONSTA TONGUE PAINTER POP 14X48's
10557,2024-W03,50.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W01,65.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W02,370.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W03,1698.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W04,694.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W05,696.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W07,39.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W08,45.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W09,43.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W10,57.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W11,62.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W12,35.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W13,29.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W14,499.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W15,25.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W16,207.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W17,208.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W18,96.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W19,125.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W20,95.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W21,130.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W22,97.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W23,77.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W24,232.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W25,244.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10557,2025-W26,430.0,Food,AMAZON MONSTA RED CHERRY POP 14X48's
10560,2025-W02,20.0,Toiletries,STYLE & IMAGE HAIR FOOD 32X250ML
10560,2025-W04,10.0,Toiletries,STYLE & IMAGE HAIR FOOD 32X250ML
10561,2025-W02,6.0,Toiletries,STYLE & IMAGE HAIR FOOD 48X125ML
10561,2025-W04,10.0,Toiletries,STYLE & IMAGE HAIR FOOD 48X125ML
10563,2025-W04,6.0,Home & Garden,STYLE & IMAGE MOISTURISING SHEEN SPRAY 4X6X350ML
10563,2025-W05,6.0,Home & Garden,STYLE & IMAGE MOISTURISING SHEEN SPRAY 4X6X350ML
10567,2025-W02,274.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W03,62.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W04,100.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W05,212.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W06,87.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W07,61.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W08,46.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W09,165.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W10,128.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W11,126.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W12,79.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W13,320.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W14,57.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W15,224.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W18,450.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W19,215.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W20,127.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W21,1081.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W22,140.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W23,6.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W24,50.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W25,45.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10567,2025-W26,290.0,Home & Garden,PROTEX BAR SOAP DEEP CLEAN CHARCOAL 8X12X150G
10568,2025-W02,1080.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W04,2160.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W10,367.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W11,469.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W12,400.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W13,1003.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W14,722.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W15,452.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W16,142.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W17,101.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10568,2025-W18,646.0,Home & Garden,SUNLIGHT LAUNDRY 42X500G
10569,2025-W03,50.0,Home & Garden,PROTEX BAR SOAP HERBAL 8X12X150G
10569,2025-W04,42.0,Home & Garden,PROTEX BAR SOAP HERBAL 8X12X150G
10569,2025-W05,2.0,Home & Garden,PROTEX BAR SOAP HERBAL 8X12X150G
10569,2025-W06,87.0,Home & Garden,PROTEX BAR SOAP HERBAL 8X12X150G
10569,2025-W07,49.0,Home & Garden,PROTEX BAR SOAP HERBAL 8X12X150G
