master_customer_id,customer_name,original_ids,num_ids,total_volume
484,PINKY'S SUPER MARKET AND WHOLESALE,13,1,17072.0
485,THE MAGALIESBURG HEALTH CENTRE,713,1,16988.0
486,R5 SHOP,563,1,16775.0
487,CHOICE 786 HAWKERS CENTRE DZANANI,421,1,16706.0
488,SILVER GENERAL TRADING (PTY) LTD,540,1,16512.0
489,TODAY'S HOPE TRADING AND PROJECTS,575,1,16053.0
490,COSMOS CITY CLINICS PHARMACY,410,1,15971.0
491,METRO HOME CENTRE,"370, 400",2,15837.0
492,AFRICA HARDWARE MAMELODI,139,1,15826.0
493,TONKODISCOUNT CASH AND CARRY,124,1,15765.0
494,NKURE NKURU,339,1,15559.0
495,DESTA TUCKSHOP,332,1,15526.0
496,SALAAM C&C,519,1,15474.0
497,CC DISTRIBUTORS SA (pty) Ltd,418,1,15376.0
498,HARVESTCO SA,581,1,15223.0
499,SUSPENSE ACC,657,1,15219.0
500,KHALIF ENTERPRISE (PTY) LTD,616,1,15052.0
501,ASAD HARDWARE KWAMHLANGA,127,1,14897.0
502,KAYI CAPITAL,656,1,14835.0
503,PLATINUM PANTHER TRADE (PTY) LTD T/A DAKOTA C & C,434,1,14572.0
504,FAMILY MARKET HYPER,702,1,14495.0
505,NTAOLENG,142,1,14490.0
506,CHECK U CASH N CARRY MAKHADO,507,1,14483.0
507,HYPERSTAR CASH & CARRY,521,1,14296.0
508,TRADE CAPTAINS (PTY) LTD,94,1,14157.0
509,CHIEF HARDWARE SUN CITY,151,1,14143.0
510,ABBI SHOP MINI MARKET,"321, 0",2,14087.0
511,BATHO CASH N CARRY,57,1,13989.0
512,KIDSALOT,401,1,13788.0
513,ABC SUPER MARKET,14,1,13780.0
514,SAVEMORE SPAR SUPERMARKET,143,1,13756.0
515,NOVELTY ENTERPRISES,"511, 655",2,13554.0
516,NURANI TUCKSHOP,357,1,13475.0
517,MAYFAIR WHOLESALE AND RETAIL,383,1,13360.0
518,NK INDUSTRIES (PTY) LTD,347,1,13355.0
519,TIGER SUPERSAVERS,447,1,13313.0
520,PERFORMANCE,193,1,13171.0
521,AN WHOLESALERS & RETAIL T/A OB SUPERMARKET,337,1,13130.0
522,Y AND R COSMETICS (PTY) LTD,329,1,13054.0
523,STATION BUTCHERY KROONSTAD,342,1,12870.0
524,NEW GUOFA TRADING (PTY) LTD,707,1,12837.0
525,SUPER SNACKS SUPERMARKET,355,1,12825.0
526,ALLIED HOME CENTRE,125,1,12740.0
527,GOD LOVE GROUP (PTY) LTD,617,1,12695.0
528,BADAR STORE,538,1,12364.0
529,FOOD BAZAAR CASH N CARRY (PTY) LTD,17,1,12358.0
530,TAWAKAL TOWIQ CASH AND CARRY,83,1,12196.0
531,ELDORADO CASH & CARRY,977,1,12117.0
532,WALK IN CASH,28,1,12077.0
533,DUNAMO WHOLESALE,175,1,12061.0
534,Rehan Z Hardware,200,1,12040.0
535,HASAN OROMO SUPERMARKET,349,1,11965.0
536,RABASOTHO HARDWARE,156,1,11849.0
537,ALFAJRI GENERAL TRADING (PTY) LTD,117,1,11296.0
538,RAZA BROADWAY SUPERMARKET,"356, 547",2,11229.0
539,SALEH SWEETS (PTY) LTD,552,1,11196.0
540,SYNDI-VALUE T/A LYTTELTON SUPERSPAR,407,1,11155.0
541,BLESS TUCKSHOP,361,1,11002.0
542,RAZA  BROADWAY SUPERMARKET,547,1,10986.0
543,SUNRISE SUPERMARKET,166,1,10974.0
544,ALPHA HAIR BEAUTIQUE (PTY) LTD T/A WIN WIN EMPIRE,79,1,10933.0
545,MMADIKGONG TRADING AND DITRIBUTION,45,1,10874.0
546,NINILE TUCKSHOP,331,1,10806.0
547,ZAMA ZAMA SUPERMARKET,535,1,10554.0
548,AMXFA GENERAL TRADING,636,1,10483.0
549,LAKIMI CC TA BROTHERS CASH AND CARRY,661,1,10444.0
550,Lucy Shop Themp,HB_LUC003,1,10443.0
551,SMART HARDWARE KWAMHLANGA,58,1,10408.0
552,LWAZILWAPHESHEYA HEALTH SHOP,408,1,10189.0
553,KLIPGAT WHOLESALER,156,1,9829.0
554,DRINKWORLD,103,1,9759.0
555,REHAN Z HARDWARE,200,1,9734.0
556,WOSA WOSA WHOLE SALER,318,1,9537.0
557,ENSEMBLE TRADIN G205(PTY)LTD T/A VALHALLA SPAR & T,403,1,9308.0
558,PHELANG CROSSING PHARMACY,406,1,9294.0
559,RUPUSHI BANGLA WHOLESEL,153,1,9270.0
560,SMART AFRO.COM,330,1,9102.0
561,GREEN SUPERMARKET,104,1,9035.0
562,ALI SUPERMARKET RABASUTU,382,1,9021.0
563,JUST FOR YOU,122,1,9010.0
564,EZZIE HARDWARE MOLOTO,140,1,9002.0
565,ISM TRADING (PTY) LTD,400,1,8911.0
566,MUNSHIGONJ SUPERMARKET,149,1,8884.0
567,AFGAAB BABY CARE,6,1,8873.0
568,LEHLOGONOLO SHALANG,533,1,8842.0
569,ABC SWEETS,392,1,8818.0
570,SHAAZIA MAMS MALL,185,1,8558.0
571,MEDICAL CENTER,189,1,8522.0
572,CCW SALES & MARKETING,215,1,8520.0
573,KM JABULANI DISTRIBUTORS (PTY) LTD,644,1,8440.0
574,MABALE HARDWARE,160,1,8364.0
575,VALUE HARDWARE,9,1,8364.0
576,WINNIE SUPERMARKET,456,1,8308.0
577,TANAAD GENERAL FASHIONS,570,1,8166.0
578,RAMMULOTSI HARDWARE & BUILDING MATERIALS,118,1,8082.0
579,PICK & SAVE (CAPE TOWN),346,1,8064.0
580,AL SAYED TRADINGS,513,1,8061.0
581,GABMAN CC T/A SUPERSPAR@55,426,1,7969.0
582,RHODES JAPONCA TRADING,364,1,7962.0
583,THOKOZA HARDWARE,48,1,7962.0
584,AQUA PURA,391,1,7901.0
585,DISCOUNT SUPER MARKET,53,1,7840.0
586,RICH FOREVER ENTERPRISES,344,1,7791.0
587,SANJO WINNIE TUCKSHOP,363,1,7782.0
588,M NKA MBAKO SUPERMARKET,385,1,7760.0
589,MSK TRADING,158,1,7730.0
590,tawakal 2 shop,600,1,7687.0
591,BEREGA GENERAL DEALER,340,1,7350.0
592,MARVELOUS WHOLESALERS,455,1,7340.0
593,RAINBOW HAWKERS CASH AND CARRY,706,1,7123.0
594,SA STEEL & BUILDERS,88,1,7082.0
595,MA SWEET SUPERMARKET,628,1,6989.0
596,MUCH BETTER HOME MART,"419, 150",2,6971.0
597,HUFIL LIMITADA,518,1,6943.0
598,ZAKERA COSMETICS,518,1,6935.0
599,MIGGAR TUCKSHOP,345,1,6752.0
600,MOKOPANE MULTISAVE,672,1,6752.0
601,FARIS TUCKSHOP,328,1,6628.0
602,WELGEVAL HARDWARE,108,1,6576.0
603,LUCK 5 SUPER MARKET,133,1,6569.0
604,MOKWENA SUPER STORE C&C,526,1,6485.0
605,NINE STARS,109,1,6428.0
606,LETABA FRUIT & VEG,499,1,6413.0
607,LIV GREEN ELECTRONICS,404,1,6130.0
608,CH HARDWARE,21,1,6035.0
609,MEGA ZZBM,119,1,5982.0
610,UFI DISTRIBUTION CENTRE (PTY) LTD,316,1,5980.0
611,AK SUPERMARKET,170,1,5909.0
612,ETHIOPIAN BROTHERS SHOP,HB_ETH002,1,5894.0
613,BADSHA TUCKSHOP,326,1,5859.0
614,BIG SAVE STORE,416,1,5857.0
615,UNIMAART-MAMELODI,446,1,5798.0
616,RAILWAY SUPERMARKET,558,1,5646.0
617,KING STEEL & HARDWARE WELKOM,131,1,5635.0
618,BITLINE SA 473 CC. T/A CHOICE SUPERMARKET,388,1,5611.0
619,ONE BY ONE MARKET (PTY) LTD,479,1,5610.0
620,LUCAS SALES,"638, 329",2,5607.0
621,MAMBO CASH & CARRY,976,1,5508.0
622,TREE BROTHER HOLY SELERS,138,1,5492.0
623,AL-AMIIN GENERAL DEALER,3,1,5458.0
624,NEW STAR SUPERMARKET,151,1,5402.0
625,SOMAIYA SUPERMARKET,461,1,5394.0
626,MYEEM SUPERMARKET,HB_MYE001,1,5383.0
627,TROPICANA SUPERMARKET,444,1,5321.0
628,UNIMART ALEXANDRA TRADING (PTY)LTD,437,1,5298.0
629,Bismillah Shop2,HB_BIS001,1,5240.0
630,ZVAKANAKA SUPERMARKET,"460, 20448",2,5150.0
631,SUNRISE FRESH EGGS TRADING,515,1,5109.0
632,BLUE BEEN TRADING (MINIMARKET),365,1,5063.0
633,AFEEFA COSMETICS T/A AFEEFA TRADING (PTY) LTD,208,1,5062.0
634,777 SUPERMARKET,562,1,5039.0
635,ROHAN SUPERMARKET,168,1,5039.0
636,NEATELA LIFESTYLE (PTY) LTD,587,1,5019.0
637,Centerpoint Minimarket,HB_CEN001,1,4957.0
638,ARFAYE TUCKSHOP,383,1,4877.0
639,USAVE TEMBISA,503,1,4876.0
640,BUDGET CASH AND CARRY MABOPANE,65,1,4870.0
641,MOONLIGHT SHOP,HB_MOO001,1,4860.0
642,MIDSTREAM RIDGE TRADING T/A MIDSTREAM RIDGE SPAR,406,1,4852.0
643,GALSOM TEMBISA HARDWARE (PTY) LTD,112,1,4782.0
644,YEOVILLE CASH AND CARRY (PTY)LTD/SUPA SAVE,612,1,4712.0
645,SIZA ABANTU CASH AND CARRY (PTY)LTD,512,1,4675.0
646,NATURE'S HEALING,224,1,4645.0
647,HOME SWEET WHOLESALER,578,1,4622.0
648,BOITHOKO MEDICAL,395,1,4612.0
649,Super One,HB_SUP001,1,4530.0
650,FRESH PLANT PVT LIMITED,800,1,4486.0
651,Bakaal Cash Store,HB_BAK002,1,4460.0
652,MIM MINI SUPERMARKET,523,1,4441.0
653,DISTRI FOODS,445,1,4366.0
654,MIDRAND STEEL KALFONTEIN,167,1,4352.0
655,ROBERT WINNIE SHOP MINIMARKET,364,1,4342.0
656,CITY MEDICAL WHOLESALERS CC,48,1,4341.0
657,AA COSMETICS AND HERBAL HEALTH,389,1,4339.0
658,ABDUL HARDWARE,106,1,4338.0
659,A ALI TRADING CC TZANEEN,503,1,4240.0
660,MIDRAND STEEL IVORY PARK,169,1,4182.0
661,KULANI HARDWARE,33,1,4182.0
662,5 STAR CASH AND CARRY,362,1,4146.0
663,KOSTEIN CHEAP STORE,107,1,4123.0
664,FATIMA SUPERMARKET,415,1,4089.0
665,AVOCADO WINNIE TUCKSHOP,324,1,4037.0
666,LUCKY SHOPS,386,1,3973.0
667,BEST BEAUTY,555,1,3826.0
668,CHELKOM SHOP,414,1,3720.0
669,DAVID TUCKSHOP,"409, 346",2,3709.0
670,ZONDI TUCKSHOP,107,1,3690.0
671,FREEDOM GENERAL DEALER 2,207,1,3673.0
672,Savemore Tuckshop,HB_SAV002,1,3602.0
673,AK SWEETS,534,1,3590.0
674,BLUE NINE SHOP,343,1,3537.0
675,Community ShopNo1,HB_COM006,1,3516.0
676,LEMLEN GENERAL DEALER,"892, 347",2,3499.0
677,FRUITY FRESH,375,1,3469.0
678,FOOD EXPRESS,210,1,3463.0
679,HAJI FAMILY SUPERMARKET,590,1,3462.0
680,SAHARA TEDDY TUCKSHOP,362,1,3461.0
681,ALL FRESH PRODUCTS,580,1,3458.0
682,MMM RUGRATS,618,1,3408.0
683,GO PATIENTLY TRADING AND PROJECTS 207,120,1,3374.0
684,MUHAMEDIA STORE,150,1,3326.0
685,R10 SHOP,172,1,3290.0
686,BUSHURA TUCKSHOP,384,1,3286.0
687,KHETELENI SUPERMARKET,"551, 463",2,3286.0
688,FAYO FOODS,41,1,3247.0
689,HIPPIE HEALTH,651,1,3225.0
690,GIANT FLEET (PTY) LTD,359,1,3215.0
691,City Shop No2,HB_CIT001,1,3200.0
692,AYANO SUPERMARKET,352,1,3192.0
693,SUPA SAVE POLOKWANE,485,1,3192.0
694,GLOBAL MEDIA GROUP,417,1,3155.0
695,ALEX COLUMBUS TUCKSHOP,"322, 0",2,3113.0
696,Cash by Counter Shop,HB_CAS001,1,3070.0
697,DUNYA TUCKSHOP,330,1,3062.0
698,SUNCITY SUPERMARKET,614,1,3049.0
699,ADAM AND SONS TRADING (PTY) LTD BIG SAVE DENDRON,393,1,3016.0
700,HAIR AND COSMETIC WORLD,392,1,2992.0
701,MOM ZAHRA WHOLESALE AND RETAIL (PTY) LTD,548,1,2933.0
702,RAJON BLUE SHOP,346,1,2894.0
703,A WALALA WASALA SUPERMARKET,531,1,2877.0
704,AA BUSY CORNER SUPERMARKET,79,1,2802.0
705,KAALFONTAIN C&C,520,1,2796.0
706,GOLDEN SUPERMARKET,145,1,2759.0
707,MAGIC SUPER MARKET,144,1,2750.0
708,ALI MINI MARKET,381,1,2735.0
709,GAPCO SERVICES (PTY) LTD,646,1,2730.0
710,FAMILY SUPERMARKET,554,1,2729.0
711,ALAX HIRIG TUCKSHOP,323,1,2665.0
712,KHATELENI SUPERMARKET,463,1,2638.0
713,ADEED GENERAL DEALERS (PTY)LTD,223,1,2615.0
714,HILLBROW SPAR,"424, 0",2,2519.0
715,HASHIR RAZA BROADWAY SUPERMARKET,541,1,2446.0
716,7 DAYS BIG AND SAVE SHOP,576,1,2437.0
717,FROZEN DILHT,577,1,2431.0
718,LOTTO CASH N CARRY,40,1,2406.0
719,SWAZI INN GENERAL DEALER,705,1,2392.0
720,7 TUCKSHOP,345,1,2308.0
721,NOVELTY ENTERPRISE,655,1,2295.0
722,LESIBANA MEDICAL SUPPLIES,394,1,2285.0
723,GIFT PHARMACY,393,1,2177.0
724,SHORTY VIEW SHOP,360,1,2119.0
725,GOLDEN NUGGET PHARMACY,407,1,2024.0
726,ACA CAPTE TOWN T/A HALANE DISTRIBUTORS,327,1,1988.0
727,AL GHER SUPERMARKET,180,1,1907.0
728,FOREMOST,192,1,1877.0
729,A-GENERAL DEALERS,205,1,1861.0
730,TJ COSMATICS,516,1,1838.0
731,ROBERT OAKMORE SUPERMARKET,359,1,1806.0
732,KWIK BUILD KWAMHLANGA,79,1,1776.0
733,SHAKAAL,141,1,1722.0
734,MALAWI INN TUCKSHOP,351,1,1671.0
735,CH DISCOUNT SHELDOWN,149,1,1617.0
736,MUNAAF HARDWARE,19,1,1601.0
737,NEPON CORNER SHOP,HB_NEP001,1,1600.0
738,SMASH CAFE,468,1,1592.0
739,SAFEI TRADING GROBLERSDAL,365,1,1568.0
740,FIGO SUPERMARKET,350,1,1551.0
741,Save To Save,HB_SAV010,1,1493.0
742,LIIBAAN SHOP,HB_LII001,1,1371.0
743,NASRI ELECTRONIC & PLASTIC WHOLESALER,599,1,1352.0
744,N AND F COSMETICS,912,1,1193.0
745,EKANGA PHARMACY (PTY) LTD,397,1,1165.0
746,DOOS HOUSE SHOP,130,1,1117.0
747,MDU & LOVE MORE,"776, 457",2,1075.0
748,R 5 MUSA SHOP,596,1,1006.0
749,Happy People Shop,HB_HAP001,1,1002.0
750,DR MS NALLA,888,1,995.0
751,ETHIO,465,1,989.0
752,WOZA WOZA SUPERMARKET,101,1,981.0
753,SWEETSHOP,349,1,923.0
754,GENESIS HEALTH CARE PHARMACY,449,1,879.0
755,M&H SUPERMARKET MANKWENG,435,1,807.0
756,DIAPER WORLD,405,1,803.0
757,MUDAU TUCKSHOP,425,1,766.0
758,NEW RETHABILE SUPERMARKET,625,1,671.0
759,SWEET SHOP,52,1,641.0
760,APEL BUILDERS HARDWARE,64,1,600.0
761,Sss SUPERMARKET,142,1,551.0
762,SANDOL NUR FARAH,26,1,402.0
763,"MIM, MINI SUPERMARKET",523,1,381.0
764,RICHARD,3,1,294.0
765,BBN - HARDWARE & HARDWARE,163,1,243.0
766,ABBI SHOP (MINI MARKET),321,1,232.0
767,BATUTTA VILLAS Body Corporate,20,1,180.0
768,ABBI TAKELE TUCKSHOP,"383, 484, 321, 562, 590, 450, 580, 328",8,170.0
769,ROCKYS STORE,HB_ROC001,1,120.0
770,AMBICOR TRADING 121,142,1,60.0
