customer_id,customer_name,region_name,year_week,period,quantity,revenue,num_orders,date
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W28,H2,2252,633960.0,6,2025-07-09
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W28,H2,1151,160726.0,2,2025-07-07
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W29,H2,6644,1705680.0,7,2025-07-15
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W29,H2,1648,207992.09,5,2025-07-14
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W30,H2,11112,2895720.0,18,2025-07-21
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W30,H2,9681,2009552.3499999999,8,2025-07-22
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W31,H2,9513,2367390.0,8,2025-07-28
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W31,H2,19282,3644934.84,12,2025-07-28
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W32,H2,6021,1246690.0,5,2025-08-04
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W32,H2,12958,1561725.6,3,2025-08-06
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W33,H2,12579,3404055.0,12,2025-08-12
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W33,H2,20163,2486376.01,6,2025-08-11
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W34,H2,2494,473300.0,3,2025-08-18
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W34,H2,12258,1909158.19,7,2025-08-19
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W35,H2,4286,1257810.0,7,2025-08-26
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W35,H2,10125,1981829.82,6,2025-08-25
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W36,H2,6177,1438890.0,4,2025-09-02
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W36,H2,12659,1821139.8,9,2025-09-02
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W37,H2,7734,2044118.0,9,2025-09-08
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W37,H2,3119,986930.5800000001,5,2025-09-09
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W38,H2,12520,2894747.0,11,2025-09-15
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W38,H2,3321,1387805.55,7,2025-09-16
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W39,H2,11112,2895720.0,18,2025-09-22
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W39,H2,28976,4026301.72,3,2025-09-23
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W40,H2,12450,2974880.0,10,2025-09-29
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W40,H2,8185,1572521.24,9,2025-09-29
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W41,H2,4784,1185120.0,5,2025-10-08
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W41,H2,2787,436761.43,3,2025-10-08
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W42,H2,12609,2898135.0,10,2025-10-13
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W42,H2,1699,156730.25,1,2025-10-17
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W43,H2,4784,1185120.0,5,2025-10-22
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W43,H2,969,934766.0,1,2025-10-25
10,ESINENHLANHLA LOGISTICS & PROJECTS,Hardware,2025-W44,H2,13973,3549395.0,13,2025-10-27
10,METCASH TRADING AFRICA (PTY) LTD T/A CHAMPION CNC,Gauteng,2025-W44,H2,32249,6900533.91,10,2025-10-27
