original_customer_id,master_customer_id,customer_name
460,630,ZVAKANAKA SUPERMARKET
20448,630,ZVAKANAKA SUPERMARKET
515,631,SUNRISE FRESH EGGS TRADING
365,632,BLUE BEEN TRADING (MINIMARKET)
208,633,AFEEFA COSMETICS T/A AFEEFA TRADING (PTY) LTD
562,634,777 SUPERMARKET
168,635,ROHAN SUPERMARKET
587,636,NEATELA LIFESTYLE (PTY) LTD
HB_CEN001,637,Centerpoint Minimarket
383,638,ARFAYE TUCKSHOP
503,639,USAVE TEMBISA
65,640,BUDGET CASH AND CARRY MABOPANE
HB_MOO001,641,MOONLIGHT SHOP
406,642,MIDSTREAM RIDGE TRADING T/A MIDSTREAM RIDGE SPAR
112,643,GALSOM TEMBISA HARDWARE (PTY) LTD
612,644,YEOVILLE CASH AND CARRY (PTY)LTD/SUPA SAVE
512,645,SIZA ABANTU CASH AND CARRY (PTY)LTD
224,646,NATURE'S HEALING
578,647,HOME SWEET WHOLESALER
395,648,BOITHOKO MEDICAL
HB_SUP001,649,Super One
800,650,FRESH PLANT PVT LIMITED
HB_BAK002,651,Bakaal Cash Store
523,652,MIM MINI SUPERMARKET
445,653,DISTRI FOODS
167,654,MIDRAND STEEL KALFONTEIN
364,655,ROBERT WINNIE SHOP MINIMARKET
48,656,CITY MEDICAL WHOLESALERS CC
389,657,AA COSMETICS AND HERBAL HEALTH
106,658,ABDUL HARDWARE
503,659,A ALI TRADING CC TZANEEN
169,660,MIDRAND STEEL IVORY PARK
33,661,KULANI HARDWARE
362,662,5 STAR CASH AND CARRY
107,663,KOSTEIN CHEAP STORE
415,664,FATIMA SUPERMARKET
324,665,AVOCADO WINNIE TUCKSHOP
386,666,LUCKY SHOPS
555,667,BEST BEAUTY
414,668,CHELKOM SHOP
409,669,DAVID TUCKSHOP
346,669,DAVID TUCKSHOP
107,670,ZONDI TUCKSHOP
207,671,FREEDOM GENERAL DEALER 2
HB_SAV002,672,Savemore Tuckshop
534,673,AK SWEETS
343,674,BLUE NINE SHOP
HB_COM006,675,Community ShopNo1
892,676,LEMLEN GENERAL DEALER
347,676,LEMLEN GENERAL DEALER
375,677,FRUITY FRESH
210,678,FOOD EXPRESS
590,679,HAJI FAMILY SUPERMARKET
362,680,SAHARA TEDDY TUCKSHOP
580,681,ALL FRESH PRODUCTS
618,682,MMM RUGRATS
120,683,GO PATIENTLY TRADING AND PROJECTS 207
150,684,MUHAMEDIA STORE
172,685,R10 SHOP
384,686,BUSHURA TUCKSHOP
551,687,KHETELENI SUPERMARKET
463,687,KHETELENI SUPERMARKET
41,688,FAYO FOODS
651,689,HIPPIE HEALTH
359,690,GIANT FLEET (PTY) LTD
HB_CIT001,691,City Shop No2
352,692,AYANO SUPERMARKET
485,693,SUPA SAVE POLOKWANE
417,694,GLOBAL MEDIA GROUP
322,695,ALEX COLUMBUS TUCKSHOP
0,695,ALEX COLUMBUS TUCKSHOP
HB_CAS001,696,Cash by Counter Shop
330,697,DUNYA TUCKSHOP
614,698,SUNCITY SUPERMARKET
393,699,ADAM AND SONS TRADING (PTY) LTD BIG SAVE DENDRON
392,700,HAIR AND COSMETIC WORLD
548,701,MOM ZAHRA WHOLESALE AND RETAIL (PTY) LTD
346,702,RAJON BLUE SHOP
531,703,A WALALA WASALA SUPERMARKET
79,704,AA BUSY CORNER SUPERMARKET
520,705,KAALFONTAIN C&C
145,706,GOLDEN SUPERMARKET
144,707,MAGIC SUPER MARKET
381,708,ALI MINI MARKET
646,709,GAPCO SERVICES (PTY) LTD
554,710,FAMILY SUPERMARKET
323,711,ALAX HIRIG TUCKSHOP
463,712,KHATELENI SUPERMARKET
223,713,ADEED GENERAL DEALERS (PTY)LTD
424,714,HILLBROW SPAR
0,714,HILLBROW SPAR
541,715,HASHIR RAZA BROADWAY SUPERMARKET
576,716,7 DAYS BIG AND SAVE SHOP
577,717,FROZEN DILHT
40,718,LOTTO CASH N CARRY
705,719,SWAZI INN GENERAL DEALER
345,720,7 TUCKSHOP
655,721,NOVELTY ENTERPRISE
394,722,LESIBANA MEDICAL SUPPLIES
393,723,GIFT PHARMACY
360,724,SHORTY VIEW SHOP
407,725,GOLDEN NUGGET PHARMACY
327,726,ACA CAPTE TOWN T/A HALANE DISTRIBUTORS
180,727,AL GHER SUPERMARKET
192,728,FOREMOST
205,729,A-GENERAL DEALERS
516,730,TJ COSMATICS
359,731,ROBERT OAKMORE SUPERMARKET
79,732,KWIK BUILD KWAMHLANGA
141,733,SHAKAAL
351,734,MALAWI INN TUCKSHOP
149,735,CH DISCOUNT SHELDOWN
19,736,MUNAAF HARDWARE
HB_NEP001,737,NEPON CORNER SHOP
468,738,SMASH CAFE
365,739,SAFEI TRADING GROBLERSDAL
350,740,FIGO SUPERMARKET
HB_SAV010,741,Save To Save
HB_LII001,742,LIIBAAN SHOP
599,743,NASRI ELECTRONIC & PLASTIC WHOLESALER
912,744,N AND F COSMETICS
397,745,EKANGA PHARMACY (PTY) LTD
130,746,DOOS HOUSE SHOP
776,747,MDU & LOVE MORE
457,747,MDU & LOVE MORE
596,748,R 5 MUSA SHOP
HB_HAP001,749,Happy People Shop
888,750,DR MS NALLA
465,751,ETHIO
101,752,WOZA WOZA SUPERMARKET
349,753,SWEETSHOP
449,754,GENESIS HEALTH CARE PHARMACY
435,755,M&H SUPERMARKET MANKWENG
405,756,DIAPER WORLD
425,757,MUDAU TUCKSHOP
625,758,NEW RETHABILE SUPERMARKET
52,759,SWEET SHOP
64,760,APEL BUILDERS HARDWARE
142,761,Sss SUPERMARKET
26,762,SANDOL NUR FARAH
523,763,"MIM, MINI SUPERMARKET"
3,764,RICHARD
163,765,BBN - HARDWARE & HARDWARE
321,766,ABBI SHOP (MINI MARKET)
20,767,BATUTTA VILLAS Body Corporate
383,768,ABBI TAKELE TUCKSHOP
484,768,ABBI TAKELE TUCKSHOP
321,768,ABBI TAKELE TUCKSHOP
562,768,ABBI TAKELE TUCKSHOP
590,768,ABBI TAKELE TUCKSHOP
450,768,ABBI TAKELE TUCKSHOP
580,768,ABBI TAKELE TUCKSHOP
328,768,ABBI TAKELE TUCKSHOP
HB_ROC001,769,ROCKYS STORE
142,770,AMBICOR TRADING 121
