sku,name,avg_price,min_price,max_price,price_std,total_quantity,total_revenue,total_orders,active_weeks,brand,manufacturer,category_path,fmcg,category_l1,category_l2,category_l3,price_volatility
10128,HS OFFSET MAXI RIPPLE CRIMP BUDGET 100X75X450MM,40.569135802469134,38.0,42.0,1.5438298137512312,2410.0,95545.0,81,32,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,3.81
10129,CLERE H&B LOTION ENDLESS PASSION 6X400ML,170.13362282878413,15.26,290.0,88.9742658209931,75276.0,19344994.79,385,53,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,52.3
10129,CLERE H&B LOTION ENDLESS PASSION 6X400ML,170.13362282878413,15.26,290.0,88.9742658209931,75276.0,19344994.79,385,53,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,52.3
10129,CLERE H&B LOTION ENDLESS PASSION 6X400ML,170.13362282878413,15.26,290.0,88.9742658209931,75276.0,19344994.79,385,53,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,52.3
10129,CLERE H&B LOTION ENDLESS PASSION 6X400ML,170.13362282878413,15.26,290.0,88.9742658209931,75276.0,19344994.79,385,53,Unbranded,Unknown,Red101 Market/Hardware,Unknown,Hardware,Hardware,Hardware,52.3
10130,CLERE H&B RAD ARGAN OIL EVEN TONE 6X400ML,116.36304347826088,99.0,125.58,3.6085852395128573,8050.0,918263.16,262,45,Clere,AMKA,Red101 Market/Home & Garden/Household Supplies,Amka Products Pty Ltd,Home & Garden,Household Supplies,Household Supplies,3.1
10130,CLERE H&B RAD ARGAN OIL EVEN TONE 6X400ML,116.36304347826088,99.0,125.58,3.6085852395128573,8050.0,918263.16,262,45,Clere,AMKA,Red101 Market/Home & Garden/Household Supplies,Amka Products Pty Ltd,Home & Garden,Household Supplies,Household Supplies,3.1
10131,CLERE H&B LOTION RADIANCE 5 OILS 6X400ML,116.65473282442748,110.0,125.58,2.521007773994954,7182.0,829246.72,245,47,Clere,AMKA,Red101 Market/Home & Garden/Household Supplies,Amka Products Pty Ltd,Home & Garden,Household Supplies,Household Supplies,2.16
10131,CLERE H&B LOTION RADIANCE 5 OILS 6X400ML,116.65473282442748,110.0,125.58,2.521007773994954,7182.0,829246.72,245,47,Clere,AMKA,Red101 Market/Home & Garden/Household Supplies,Amka Products Pty Ltd,Home & Garden,Household Supplies,Household Supplies,2.16
10132,CLERE B/CRM RADIANCE 5 OILS  6X400ML,103.8332110091743,20.22,159.0,55.49121620315293,5295.0,581099.68,102,36,Clere,AMKA,Red101 Market/Home & Garden/Household Supplies,Amka Products Pty Ltd,Home & Garden,Household Supplies,Household Supplies,53.44
